t,X,Y,Z
2490.0,966234.2139043527,5626158.380071826,2844576.827267669
2495.0,966221.9132673097,5626161.382121858,2844575.067851562
2500.0,966208.9809468652,5626165.256981013,2844571.79664662
2505.0,966195.9283564863,5626169.999753832,2844566.8496095003
2510.0,966183.2786816629,5626175.520587322,2844560.2267380315
2515.0,966171.5156680167,5626181.6534664985,2844552.092071569
2520.0,966161.0362698094,5626188.172465046,2844542.757634076
2525.0,966152.1117936564,5626194.813860456,2844532.652891572
2530.0,966144.861340869,5626201.301948851,2844522.2827135134
2535.0,966139.2401481611,5626207.376032569,2844512.177952951
2540.0,966135.0439683062,5626212.815938787,2844502.8434829353
2545.0,966131.9290622832,5626217.463571177,2844494.7087757275
2550.0,966129.4458462337,5626221.238385035,2844488.085862553
2555.0,966127.0828997759,5626224.145271056,2844483.138789285
2560.0,966124.317027761,5626226.274076109,2844479.867558094
2565.0,966120.6644748438,5626227.79080801,2844478.1081270957
2570.0,966115.7282793297,5626228.921385315,2844477.5484680375
2575.0,966109.2371307223,5626229.929522849,2844477.759110098
2580.0,966101.0719272268,5626231.090917733,2844478.2351798243
2585.0,966091.2774336872,5626232.666262685,2844478.445821873
2590.0,966080.0578990456,5626234.875728209,2844477.8861628305
2595.0,966067.7570626232,5626237.877411369,2844476.1267315275
2600.0,966054.8245065997,5626241.751860711,2844472.855498335
2605.0,966041.7716483994,5626246.494192,2844467.9084184896
2610.0,966029.1216806265,5626252.014566584,2844461.2854898223
2615.0,966017.3583584762,5626258.146985511,2844453.150753106
2620.0,966006.8786473055,5626264.665538636,2844443.816234997
2625.0,965997.9538652627,5626271.306518164,2844433.7114052256
2630.0,965990.7031244991,5626277.794232045,2844423.341137607
2635.0,965985.0816708152,5626283.867990393,2844413.2362897764
2640.0,965980.885263428,5626289.307623347,2844403.901739147
2645.0,965977.7701664865,5626293.955032445,2844395.766961686
2650.0,965975.286795718,5626297.7296659555,2844389.1439913153
2655.0,965972.9237267836,5626300.636403343,2844384.1968753235
2660.0,965970.157757421,5626302.765077137,2844380.925615882
2665.0,965966.5051227123,5626304.281679124,2844379.166169689
2670.0,965961.5688498677,5626305.412111687,2844378.606505797
2675.0,965955.0776168577,5626306.420074934,2844378.817149677
2680.0,965946.9123110481,5626307.581254161,2844379.2932235147
2685.0,965937.1176881971,5626309.156334316,2844379.503867382
2690.0,965925.897990802,5626311.365482931,2844378.9442035067
2695.0,965913.5969550146,5626314.366799212,2844377.184757009
2700.0,965900.6641634287,5626318.240838725,2844373.9134955653
2705.0,965887.6110374258,5626322.982728472,2844368.966372997
2710.0,965874.9607767231,5626328.502644137,2844362.343387134
2715.0,965863.1971460886,5626334.634602801,2844354.2085801656
2720.0,965852.7171219748,5626341.152710488,2844344.8739814437
2725.0,965843.7920340616,5626347.793274123,2844334.7690644073
2730.0,965836.5410053398,5626354.280613476,2844324.398707232
2735.0,965830.9192906959,5626360.354046442,2844314.2937721373
2740.0,965826.7226557897,5626365.7934061205,2844304.959140896
2745.0,965823.6073679405,5626370.440591917,2844296.8242931846
2750.0,965821.1238424623,5626374.215045073,2844290.201265619
2755.0,965818.7606510585,5626377.12163382,2844285.2541069053
2760.0,965815.9945843546,5626379.250176354,2844281.982819214
2765.0,965812.3418678602,5626380.766648421,2844280.223357827
2770.0,965807.4055176901,5626381.896936236,2844279.6636891016
2775.0,965800.9142002845,5626382.904725194,2844279.8743348005
2780.0,965792.7487921689,5626384.065688761,2844280.3504127497
2785.0,965782.9540400159,5626385.64050411,2844280.561058436
2790.0,965771.73417988,5626387.84933581,2844280.0013897275
2795.0,965759.4329447426,5626390.8502851995,2844278.241928036
2800.0,965746.4999176111,5626394.723914875,2844274.970638342
2805.0,965733.4465238241,5626399.4653630685,2844270.0234730523
2810.0,965720.7959702113,5626404.984819797,2844263.400429995
2815.0,965709.032031113,5626411.116318184,2844255.2655527773
2820.0,965698.5516940762,5626417.633980419,2844245.9308734452
2825.0,965689.6263003119,5626424.274128145,2844235.825869147
2830.0,965682.3749836495,5626430.761092957,2844225.455422418
2835.0,965676.7530080611,5626436.8342005275,2844215.3504000623
2840.0,965672.5561456499,5626442.273286922,2844206.015688212
2845.0,965669.4406669046,5626446.92024941,2844197.8807702526
2850.0,965666.9569867252,5626450.694522205,2844191.257685494
2855.0,965664.5936728596,5626453.600962306,2844186.31048406
2860.0,965661.8275088203,5626455.729373575,2844183.03916812
2865.0,965658.1747105457,5626457.245715717,2844181.2796915392
2870.0,965653.2382830563,5626458.375858783,2844180.720017981
2875.0,965646.7468812612,5626459.383473445,2844180.930665499
2880.0,965638.581370848,5626460.544221346,2844181.406747559
2885.0,965628.7864894033,5626462.118771884,2844181.6173950643
2890.0,965617.5664665388,5626464.32728666,2844181.0577215226
2895.0,965605.2650320657,5626467.327869148,2844179.298244638
2900.0,965592.3317694053,5626471.201088973,2844176.0269266954
2905.0,965579.2781078527,5626475.942095599,2844171.0797186852
2910.0,965566.6272613497,5626481.46109338,2844164.456618436
2915.0,965554.8630138079,5626487.592131475,2844156.321670971
2920.0,965544.3823638681,5626494.109348242,2844146.986911032
2925.0,965535.4566642721,5626500.749080046,2844136.881819475
2930.0,965528.2050596869,5626507.235670306,2844126.511283195
2935.0,965522.5828231698,5626513.308452469,2844116.4061735813
2940.0,965518.3857332668,5626518.747265569,2844107.071381124
2945.0,965515.2700636364,5626523.394004738,2844098.9363929196
2950.0,965512.7862287656,5626527.168097165,2844092.313250971
2955.0,965510.4227924452,5626530.074388616,2844087.366006817
2960.0,965507.6565310769,5626532.202668614,2844084.0946626295
2965.0,965504.0036510275,5626533.7188808285,2844082.3351708557
2970.0,965499.0671462244,5626534.84887914,2844081.7754924647
2975.0,965492.5756600467,5626535.856319502,2844081.986141802
2980.0,965484.4100473438,5626537.016851733,2844082.4622279727
2985.0,965474.6150366175,5626538.591137452,2844082.672877297
2990.0,965463.3948510363,5626540.799335294,2844082.113198923
2995.0,965451.0932172424,5626543.799550873,2844080.3537068446
3000.0,965438.1597190701,5626547.672360837,2844077.0823606546
3005.0,965425.1057897705,5626552.412925883,2844072.135109925
3010.0,965412.454650397,5626557.931464701,2844065.511952486
3015.0,965400.690094432,5626564.062042489,2844057.376934777
3020.0,965390.2091316095,5626570.578813776,2844048.042094233
3025.0,965381.2831262005,5626577.218129641,2844037.93691542
3030.0,965374.0312337105,5626583.704345335,2844027.5662895925
3035.0,965368.4087362809,5626589.776802081,2844017.4610927235
3040.0,965364.2114188996,5626595.215341875,2844008.1262196633
3045.0,965361.0955583955,5626599.861857719,2843999.9911612156
3050.0,965358.6115688419,5626603.63576977,2843993.367962078
3055.0,965356.2480100741,5626606.541912563,2843988.4206752074
3060.0,965353.4816513826,5626608.670061286,2843985.1493027722
3065.0,965349.8286895643,5626610.186143571,2843983.389795806
3070.0,965344.8921074532,5626611.315997122,2843982.8301125825
3075.0,965338.4005368995,5626612.323263182,2843983.0407637386
3080.0,965330.2348219149,5626613.483579736,2843983.5168540203
3085.0,965320.439681917,5626615.05760063,2843983.7275051638
3090.0,965309.2193336319,5626617.2654815335,2843983.1678219563
3095.0,965296.9175005318,5626620.265330191,2843981.4083146863
3100.0,965283.983766864,5626624.137730282,2843978.1369402492
3105.0,965270.9295698359,5626628.877853734,2843973.1896468024
3110.0,965258.2781376116,5626634.395933575,2843966.5664321748
3115.0,965246.5132732438,5626640.526051043,2843958.4313442237
3120.0,965236.0319975587,5626647.042376834,2843949.096423078
3125.0,965227.1056863567,5626653.681276748,2843938.9911570125
3130.0,965219.8535059791,5626660.167117861,2843928.6204416407
3135.0,965214.2307476524,5626666.239249176,2843918.5151575194
3140.0,965210.0332028068,5626671.677515657,2843909.1802038588
3145.0,965206.9171514399,5626676.323808165,2843901.04507517
3150.0,965204.4330072128,5626680.097539834,2843894.4218188464
3155.0,965202.0693260051,5626683.003533964,2843889.474489259
3160.0,965199.3028699968,5626685.13155141,2843886.2030885783
3165.0,965195.6498264145,5626686.647503758,2843884.44356642
3170.0,965190.7131670015,5626687.777212549,2843883.883878364
3175.0,965184.2215120781,5626688.784304298,2843884.0945313387
3180.0,965176.0556948202,5626689.944405173,2843884.5706257313
3185.0,965166.2604255608,5626691.5181612335,2843884.7812786936
3190.0,965155.0399145841,5626693.725725189,2843884.221590654
3195.0,965142.737882192,5626696.725206915,2843882.4620681917
3200.0,965129.803913046,5626700.597197123,2843879.190665509
3205.0,965116.7494483078,5626705.336878968,2843874.243329346
3210.0,965104.0977232526,5626710.85449982,2843867.6200575326
3215.0,965092.3325505019,5626716.984156949,2843859.4848993416
3220.0,965081.8509619746,5626723.500037231,2843850.1498975973
3225.0,965072.9243449983,5626730.13852118,2843840.044544282
3230.0,965065.6718767514,5626736.6239877,2843829.673739369
3235.0,965060.0488575434,5626742.695793573,2843819.5683679986
3240.0,965055.8510852468,5626748.133786728,2843810.2333337404
3245.0,965052.7348430287,5626752.779855893,2843802.0981348134
3250.0,965050.2505441371,5626756.553407173,2843795.474821305
3255.0,965047.8867404968,5626759.459252637,2843790.527449003
3260.0,965045.1201871773,5626761.587138797,2843787.2560200775
3265.0,965041.4670618374,5626763.102961207,2843785.4964827276
3270.0,965036.5303251275,5626764.23252523,2843784.9367898395
3275.0,965030.0385858414,5626765.239442669,2843785.147444633
3280.0,965021.8726663183,5626766.3993278565,2843785.623543136
3285.0,965012.0772678074,5626767.97281908,2843785.8341979166
3290.0,965000.8565941511,5626770.180066077,2843785.274505045
3295.0,964988.554362482,5626773.179180863,2843783.5149673913
3300.0,964975.6201578744,5626777.050761174,2843780.2435364635
3305.0,964962.5654254449,5626781.790001402,2843775.2961575864
3310.0,964949.9134075782,5626787.307163248,2843768.6728285886
3315.0,964938.1479264655,5626793.436360028,2843760.5376001606
3320.0,964927.6660251158,5626799.951794783,2843751.20251782
3325.0,964918.7391023845,5626806.589862752,2843741.0970772584
3330.0,964911.4863462858,5626813.074954667,2843730.726182807
3335.0,964905.8630662127,5626819.146435087,2843720.6207241905
3340.0,964901.6650664785,5626824.584154906,2843711.2856093375
3345.0,964898.5486334205,5626829.230000719,2843703.150340175
3350.0,964896.0641798736,5626833.003371603,2843696.5269694836
3355.0,964893.7002538078,5626835.909068393,2843691.5795544684
3360.0,964890.9336031835,5626838.036823265,2843688.3080972987
3365.0,964887.280396091,5626839.552515731,2843686.548544758
3370.0,964882.3435820903,5626840.681934986,2843685.988847038
3375.0,964875.8517584483,5626841.688678108,2843686.19950365
3380.0,964867.6857366677,5626842.848347602,2843686.6756062633
3385.0,964857.8902089155,5626844.421573981,2843686.886262863
3390.0,964846.669372592,5626846.628504012,2843686.326565159
3395.0,964834.3669416606,5626849.627251849,2843684.567012314
3400.0,964821.4325016079,5626853.498422253,2843681.295553143
3405.0,964808.3775015055,5626858.237220848,2843676.348131553
3410.0,964795.7251908476,5626863.753923677,2843669.7247453732
3415.0,964783.9594013927,5626869.882660091,2843661.5894467104
3420.0,964773.4771872408,5626876.397649306,2843652.2542837765
3425.0,964764.5499587742,5626883.035301282,2843642.148755971
3430.0,964757.2969148416,5626889.5200185785,2843631.7777719847
3435.0,964751.6733739186,5626895.5911735315,2843621.6722261254
3440.0,964747.4751467605,5626901.028620005,2843612.3370306795
3445.0,964744.3585228736,5626905.674242457,2843604.201691284
3450.0,964741.8739146804,5626909.447432938,2843597.578263412
3455.0,964739.5098661967,5626912.352981049,2843592.6308056847
3460.0,964736.7431182739,5626914.480604629,2843589.3593202727
3465.0,964733.0898294343,5626915.996167148,2843587.5997525416
3470.0,964728.1529381488,5626917.125441629,2843587.0400499892
3475.0,964721.6610301568,5626918.13201043,2843587.2507084203
3480.0,964713.4949061272,5626919.291464227,2843587.7268151436
3485.0,964703.6992491436,5626920.864425753,2843587.937473562
3490.0,964692.4782501656,5626923.071038812,2843587.377771026
3495.0,964680.1756199864,5626926.069419689,2843585.6182029904
3500.0,964667.2409445053,5626929.940180173,2843582.346715577
3505.0,964654.1856767486,5626934.678537124,2843577.399251275
3510.0,964641.533073319,5626940.19478092,2843570.7758079153
3515.0,964629.7669755426,5626946.323056954,2843562.6404390205
3520.0,964619.2844486088,5626952.837600617,2843553.305195496
3525.0,964610.3569144259,5626959.474836584,2843543.1995804496
3530.0,964603.1035826768,5626965.959179249,2843532.8285069317
3535.0,964597.4797809201,5626972.030008723,2843522.7228738316
3540.0,964593.2813263517,5626977.467181841,2843513.3875977974
3545.0,964590.1645116472,5626982.112580924,2843505.2521881703
3550.0,964587.6797488168,5626985.885590995,2843498.62870312
3555.0,964585.3155779224,5626988.7909904225,2843493.681202683
3560.0,964582.5487327069,5626990.918482705,2843490.4096890283
3565.0,964578.895362126,5626992.433915272,2843488.650106108
3570.0,964573.9583935612,5626993.5630449755,2843488.0903987233
3575.0,964567.4664012262,5626994.569439452,2843488.3010589727
3580.0,964559.3001749556,5626995.728677547,2843488.7771698064
3585.0,964549.5043887509,5626997.301374215,2843488.9878300433
3590.0,964538.2832271301,5626999.507670291,2843488.4281226755
3595.0,964525.9803977179,5627002.505684198,2843486.6685394505
3600.0,964513.0454868254,5627006.376034752,2843483.3970237947
3605.0,964499.989951433,5627011.113950045,2843478.449516783
3610.0,964487.3370552512,5627016.629734793,2843471.826016245
3615.0,964475.5706491735,5627022.757550433,2843463.69057712
3620.0,964465.0878094777,5627029.271648526,2843454.3552530087
3625.0,964456.1599695976,5627035.908468474,2843444.2495507244
3630.0,964448.9063500506,5627042.392436492,2843433.8783876775
3635.0,964443.2822874758,5627048.462940477,2843423.772667341
3640.0,964439.0836055103,5627053.899840228,2843414.43731072
3645.0,964435.9665999996,5627058.545015935,2843406.3018308645
3650.0,964433.4816825412,5627062.317845589,2843399.678288637
3655.0,964431.1173892432,5627065.223096326,2843394.730745491
3660.0,964428.3504467416,5627067.350457307,2843391.459203596
3665.0,964424.6969944248,5627068.86575992,2843389.699605486
3670.0,964419.7599485865,5627069.994744843,2843389.13989327
3675.0,964413.267871915,5627071.000964988,2843389.350555338
3680.0,964405.1015434114,5627072.159987376,2843389.8266702816
3685.0,964395.3056279954,5627073.732419178,2843390.037332337
3690.0,964384.0843037445,5627075.938398264,2843389.4776201374
3695.0,964371.7812751139,5627078.936045191,2843387.718021723
3700.0,964358.8461288268,5627082.805985803,2843384.446477826
3705.0,964345.790325817,5627087.543459425,2843379.4989281064
3710.0,964333.1371369032,5627093.0587851135,2843372.875370392
3715.0,964321.3704225447,5627099.186140347,2843364.73986104
3720.0,964310.887270107,5627105.699792856,2843355.404456343
3725.0,964301.9591245491,5627112.336196765,2843345.2986668246
3730.0,964294.7052172213,5627118.819790126,2843334.927414252
3735.0,964289.0808938444,5627124.889968609,2843324.821606681
3740.0,964284.8819844957,5627130.326594985,2843315.4861694765
3745.0,964281.7647881899,5627134.971547305,2843307.3506193953
3750.0,964279.2797161124,5627138.744196535,2843300.7270199936
3755.0,964276.9153004185,5627141.649298578,2843295.7794341403
3760.0,964274.1482606363,5627143.776528252,2843292.507864005
3765.0,964270.4947265894,5627145.291700906,2843290.748250706
3770.0,964265.5576034831,5627146.420541043,2843290.188533659
3775.0,964259.0654424817,5627147.426586854,2843290.399197545
3780.0,964250.8990117535,5627148.585393529,2843290.8753165985
3785.0,964241.1029671363,5627150.157560459,2843291.085980472
3790.0,964229.8814802676,5627152.363222548,2843290.526263442
3795.0,964217.578252433,5627155.360502484,2843288.7666498385
3800.0,964204.6428707682,5627159.230033143,2843285.4950777018
3805.0,964191.5868001598,5627163.967065082,2843280.5474852743
3810.0,964178.9333185336,5627169.481931697,2843273.9238703866
3815.0,964167.1662959142,5627175.608826506,2843265.788290809
3820.0,964156.6828307549,5627182.122033416,2843256.4528055303
3825.0,964147.7543795386,5627188.758021276,2843246.3469287804
3830.0,964140.5001844477,5627195.241239965,2843235.975586685
3835.0,964134.8756002845,5627201.3110929355,2843225.8696918837
3840.0,964130.6764635663,5627206.747445924,2843216.5341740977
3845.0,964127.5590764764,5627211.392174849,2843208.398553793
3850.0,964125.073849789,5627215.164643648,2843201.7748972187
3855.0,964122.7093117064,5627218.06959699,2843196.8272686596
3860.0,964119.94217465,5627220.196695355,2843193.555670285
3865.0,964116.2885588784,5627221.711738046,2843191.796041798
3870.0,964111.3513585101,5627222.840433394,2843191.2363199196
3875.0,964104.8591131856,5627223.846304867,2843191.4469856243
3880.0,964096.6925802403,5627225.004895824,2843191.9231087873
3885.0,964086.8964064323,5627226.576797876,2843192.1337744794
3890.0,964075.6747569579,5627228.782142957,2843191.5740526174
3895.0,964063.3713299341,5627231.779055894,2843189.814423826
3900.0,964050.4357129084,5627235.648176589,2843186.5428234506
3905.0,964037.3793747197,5627240.384766829,2843181.5951883174
3910.0,964024.7256004008,5627245.899174356,2843174.971516257
3915.0,964012.958269541,5627252.025608728,2843166.8358664573
3920.0,964002.4744916804,5627258.538370026,2843157.5003005997
3925.0,963993.5457348246,5627265.173941821,2843147.394336621
3930.0,963986.291251989,5627271.656785825,2843137.022905006
3935.0,963980.6664070551,5627277.726313271,2843126.9169229767
3940.0,963976.4670429805,5627283.162392862,2843117.581324613
3945.0,963973.3494651183,5627287.806898385,2843109.445634087
3950.0,963970.8640838302,5627291.579186747,2843102.8219203423
3955.0,963968.4994233659,5627294.483991382,2843097.874249079
3960.0,963965.7321890413,5627296.610958431,2843094.6026224666
3965.0,963962.0784915508,5627298.125871156,2843092.8429787913
3970.0,963957.141213926,5627299.25442171,2843092.283252082
3975.0,963950.6488842847,5627300.26011884,2843092.493919605
3980.0,963942.482249131,5627301.418494074,2843092.9700468774
3985.0,963932.6859461417,5627302.99013124,2843093.180714388
3990.0,963921.4641340744,5627305.195159308,2843092.620987695
3995.0,963909.160507876,5627308.191705236,2843090.861343716
4000.0,963896.2246555059,5627312.0604159525,2843087.589715102
4005.0,963883.1680497555,5627316.796564484,2843082.6420372655
4010.0,963870.5139827639,5627322.310512908,2843076.0183080346
4015.0,963858.7463436839,5627328.436486827,2843067.882588015
4020.0,963848.2622531421,5627334.948802499,2843058.5469415807
4025.0,963839.3331906665,5627341.583958217,2843048.4408903765
4030.0,963832.0784201035,5627348.066427523,2843038.069369246
4035.0,963826.4533144146,5627354.13562943,2843027.963299991
4040.0,963822.2537229975,5627359.571435615,2843018.6276210523
4045.0,963819.1359543737,5627364.215717726,2843010.4918603073
4050.0,963816.6504184938,5627367.987825642,2843003.8680893937
4055.0,963814.2856356559,5627370.892481566,2842998.9203754277
4060.0,963811.5183040692,5627373.019317296,2842995.6487205788
4065.0,963807.8645248648,5627374.53410005,2842993.889061716
4070.0,963802.9271699893,5627375.662505808,2842993.3293301756
4075.0,963796.4347560381,5627376.668028591,2842993.5399995167
4080.0,963788.2680186839,5627377.826188095,2842994.016130899
4085.0,963778.4715865239,5627379.397560371,2842994.2268002275
4090.0,963767.2496118756,5627381.602271415,2842993.6670687036
4095.0,963754.9457865172,5627384.598450324,2842991.907409537
4100.0,963742.0096988196,5627388.466751051,2842988.6357526868
4105.0,963728.9528255262,5627393.202457861,2842983.6880321475
4110.0,963716.2984658813,5627398.715947169,2842977.064245749
4115.0,963704.5305186019,5627404.841460622,2842968.928455511
4120.0,963694.0461153986,5627411.353330651,2842959.592728503
4125.0,963685.1167473226,5627417.9880702775,2842949.4865900762
4130.0,963677.8616890498,5627424.470164872,2842939.1149794324
4135.0,963672.236322622,5627430.539041231,2842929.0088229566
4140.0,963668.0365038757,5627435.974573998,2842919.673063445
4145.0,963664.918544502,5627440.618632689,2842911.5372324837
4150.0,963662.4328540392,5627444.390560153,2842904.9134044037
4155.0,963660.0679488347,5627447.295067361,2842899.9656477356
4160.0,963657.3005199922,5627449.421771766,2842896.6939646504
4165.0,963653.6466590798,5627450.936424546,2842894.9342906014
4170.0,963648.7092269595,5627452.064685503,2842894.3745542304
4175.0,963642.2167287047,5627453.070033934,2842894.58522539
4180.0,963634.0498891581,5627454.227977704,2842895.061360881
4185.0,963624.2533278373,5627455.799085082,2842895.272032028
4190.0,963613.0311906205,5627458.003479095,2842894.7122956733
4195.0,963600.7271661166,5627460.999290974,2842892.95262132
4200.0,963587.7908431082,5627464.8671817025,2842889.6809362336
4205.0,963574.7337022905,5627469.602446776,2842884.733172993
4210.0,963562.0790500123,5627475.115476953,2842878.1093294285
4215.0,963550.3107945531,5627481.240529925,2842869.9734689756
4220.0,963539.8260787092,5627487.751954299,2842860.637661397
4225.0,963530.8964050512,5627494.386277817,2842850.531435751
4230.0,963523.641059087,5627500.867997687,2842840.1597355967
4235.0,963518.015431936,5627506.936548487,2842830.0534919016
4240.0,963513.815385874,5627512.371807826,2842820.7176518203
4245.0,963510.6972357616,5627517.015643088,2842812.581750646
4250.0,963508.2113907253,5627520.787390093,2842805.9578654007
4255.0,963505.8463631613,5627523.691748578,2842801.0100660333
4260.0,963503.078837069,5627525.8183216555,2842797.738354713
4265.0,963499.4248944542,5627527.332844457,2842795.9786654776
4270.0,963494.4873850945,5627528.460960609,2842795.418924276
4275.0,963487.9948025432,5627529.466134685,2842795.6295972536
4280.0,963479.8278608118,5627530.6238627145,2842796.105736854
4285.0,963470.0311703405,5627532.194705188,2842796.3164098184
4290.0,963458.8088705674,5627534.398782162,2842795.7566686333
4295.0,963446.504646933,5627537.394227002,2842793.996979094
4300.0,963433.5680886306,5627541.261707719,2842790.725265773
4305.0,963420.5106803068,5627545.996531045,2842785.777459833
4310.0,963407.855735415,5627551.509102078,2842779.1535591036
4315.0,963396.087171797,5627557.633694554,2842771.0176284383
4320.0,963385.6021433319,5627564.144673256,2842761.681740291
4325.0,963376.6721641121,5627570.778580654,2842751.575427429
4330.0,963369.4165304736,5627577.259925787,2842741.2036377676
4335.0,963363.7906426152,5627583.328151014,2842731.0973068574
4340.0,963359.5903692514,5627588.763136916,2842721.761386209
4345.0,963356.4720284111,5627593.40674874,2842713.625414823
4350.0,963353.9860288106,5627597.17831528,2842707.001472415
4355.0,963351.6208788943,5627600.082525036,2842702.053630349
4360.0,963348.8532555586,5627602.208966781,2842698.781890795
4365.0,963345.1992312467,5627603.7233596,2842697.0221863743
4370.0,963340.2616446536,5627604.851330943,2842696.462440342
4375.0,963333.768977812,5627605.856330659,2842696.6731151375
4380.0,963325.6019339047,5627607.013842945,2842697.149258847
4385.0,963315.8051142925,5627608.584420506,2842697.35993363
4390.0,963304.5826519757,5627610.788180434,2842696.8001876143
4395.0,963292.2782292252,5627613.783258224,2842695.040482889
4400.0,963279.3414356455,5627617.650328918,2842691.768741334
4405.0,963266.2837598342,5627622.384710482,2842686.8208926953
4410.0,963253.6285223487,5627627.896822358,2842680.1969348043
4415.0,963241.8596505919,5627634.020954323,2842672.0609339285
4420.0,963231.3743095259,5627640.53148734,2842662.7249652166
4425.0,963222.4440247632,5627647.164978603,2842652.6185651408
4430.0,963215.1881034686,5627653.645948986,2842642.2466859757
4435.0,963209.5619549187,5627659.713848628,2842632.1402678527
4440.0,963205.3614542664,5627665.148561082,2842622.8042666405
4445.0,963202.2429227097,5627669.791949459,2842614.6682250453
4450.0,963199.7567685539,5627673.5633355295,2842608.0442254767
4455.0,963197.3914962929,5627676.467396551,2842603.0963407145
4460.0,963194.6237757193,5627678.593706956,2842599.824572927
4465.0,963190.9696697162,5627680.107969791,2842598.064853321
4470.0,963186.0320058954,5627681.235796322,2842597.5051024584
4475.0,963179.53925477,5627682.240621673,2842597.7157790717
4480.0,963171.3721086946,5627683.397918208,2842598.19192689
4485.0,963161.5751599518,5627684.968230852,2842598.4026034907
4490.0,963150.3525351034,5627687.1716737235,2842597.842852645
4495.0,963138.0479132514,5627690.166384454,2842596.083132735
4500.0,963125.1108844116,5627694.033045115,2842592.811362947
4505.0,963112.0529411314,5627698.766984905,2842587.863471612
4510.0,963099.3974110717,5627704.278637608,2842581.2394565605
4515.0,963087.6282311964,5627710.402309048,2842573.103385477
4520.0,963077.1425775501,5627716.912396366,2842563.7673362023
4525.0,963068.2119872636,5627723.545471479,2842553.660848916
4530.0,963060.9557783306,5627730.026067099,2842543.2888802504
4535.0,963055.3293691048,5627736.093641144,2842533.1823749174
4540.0,963051.1286411777,5627741.528080139,2842523.846293144
4545.0,963048.0099189159,5627746.171245064,2842515.710181343
4550.0,963045.5236102138,5627749.942450653,2842509.0861246153
4555.0,963043.1582156155,5627752.846362937,2842504.138197157
4560.0,963040.3903978103,5627754.972542,2842500.8664011382
4565.0,963036.7362101217,5627756.486674843,2842499.106666347
4570.0,963031.7984690786,5627757.61435656,2842498.5469106548
4575.0,963025.3056336764,5627758.61900754,2842498.757589086
4580.0,963017.1383854408,5627759.776088322,2842499.233741013
4585.0,963007.3413075778,5627761.34613604,2842499.444419432
4590.0,962996.1185202101,5627763.549261849,2842498.8846637555
4595.0,962983.8136992713,5627766.543605509,2842497.124928661
4600.0,962970.8764351876,5627770.409856125,2842493.853130641
4605.0,962957.8182244572,5627775.143354128,2842488.905196611
4610.0,962945.162401843,5627780.654547643,2842482.281124401
4615.0,962933.3929138698,5627786.777758545,2842474.144983112
4620.0,962922.9069476629,5627793.287400147,2842464.808853278
4625.0,962913.9760518724,5627799.920059099,2842454.702278785
4630.0,962906.7195553184,5627806.40027994,2842444.330220621
4635.0,962901.0928854326,5627812.4675283795,2842434.223628082
4640.0,962896.8919302442,5627817.901693906,2842424.8874657494
4645.0,962893.7730172885,5627822.544635367,2842416.7512837444
4650.0,962891.2865540494,5627826.31566047,2842410.1271698605
4655.0,962888.9210371209,5627829.219424008,2842405.179199708
4660.0,962886.1531220904,5627831.345471726,2842401.9073754577
4665.0,962882.4988527213,5627832.859474575,2842400.1476254826
4670.0,962877.5610344622,5627833.987011471,2842399.5878649605
4675.0,962871.0681147897,5627834.99148808,2842399.79854521
4680.0,962862.900764402,5627836.148353099,2842400.274701245
4685.0,962853.1035574285,5627837.718135887,2842400.485381482
4690.0,962841.8806075541,5627839.920944624,2842399.9256209764
4695.0,962829.5755875427,5627842.914921205,2842398.1658706972
4700.0,962816.6380882326,5627846.780761763,2842394.894044446
4705.0,962803.5796100702,5627851.513817966,2842389.9460677225
4710.0,962790.9234949219,5627857.024552283,2842383.3219383564
4715.0,962779.1536988704,5627863.147302629,2842375.1857268643
4720.0,962768.6674201236,5627869.656498503,2842365.8495164737
4725.0,962759.7362188476,5627876.2887412775,2842355.7428547763
4730.0,962752.4794346908,5627882.7685873285,2842345.370707118
4735.0,962746.8525041612,5627888.835510148,2842335.2640273753
4740.0,962742.6513217246,5627894.269402195,2842325.927784487
4745.0,962739.5322180864,5627898.912120186,2842317.7915322804
4750.0,962737.0456003192,5627902.682964795,2842311.1673612413
4755.0,962734.679961068,5627905.586579584,2842306.219348397
4760.0,962731.9119488184,5627907.71249595,2842302.9474959164
4765.0,962728.2575977746,5627909.226368801,2842301.1877307585
4770.0,962723.3197023049,5627910.353760873,2842300.627965406
4775.0,962716.8266983684,5627911.358063104,2842300.838647473
4780.0,962708.6592458372,5627912.514712358,2842301.3148076166
4785.0,962698.8619097632,5627914.084230208,2842301.5254896716
4790.0,962687.638797394,5627916.286721864,2842300.965724336
4795.0,962675.3335783255,5627919.280331357,2842299.2059588735
4800.0,962662.3958438049,5627923.145761846,2842295.9341043923
4805.0,962649.3370982296,5627927.878376235,2842290.9860849762
4810.0,962636.6806905663,5627933.388651338,2842284.3618984562
4815.0,962624.9105864575,5627939.510941117,2842276.2256167633
4820.0,962614.4239951902,5627946.019691246,2842266.8893258185
4825.0,962605.4924884487,5627952.651517829,2842256.78257692
4830.0,962598.2354167068,5627959.130989077,2842246.4103397704
4835.0,962592.6082255485,5627965.197586265,2842236.303572827
4840.0,962588.4068158781,5627970.631204824,2842226.9672493865
4845.0,962585.2875215682,5627975.273699333,2842218.8309269804
4850.0,962582.8007492824,5627979.044363445,2842212.206698789
4855.0,962580.4349877157,5627981.947829477,2842207.2586432532
